timestamp,heart rate zone type,kcal,data source
2025-08-14T04:15:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:16:00Z,LIGHT,1.46549,Fitbit App
2025-08-14T04:17:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:18:00Z,LIGHT,1.46549,Fitbit App
2025-08-14T04:19:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:20:00Z,LIGHT,1.46549,Fitbit App
2025-08-14T04:21:00Z,LIGHT,1.46549,Fitbit App
2025-08-14T04:22:00Z,LIGHT,3.15644,Fitbit App
2025-08-14T04:23:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:24:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:25:00Z,LIGHT,1.46549,Fitbit App
2025-08-14T04:26:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:27:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:28:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:29:00Z,LIGHT,1.35276,Fitbit App
2025-08-14T04:30:00Z,LIGHT,2.93098,Fitbit App
2025-08-14T04:31:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:32:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T04:33:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:34:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T04:35:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T04:36:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:37:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:38:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:39:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:40:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T04:41:00Z,LIGHT,3.832854,Fitbit App
2025-08-14T04:42:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:43:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:44:00Z,LIGHT,3.832854,Fitbit App
2025-08-14T04:45:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:46:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:47:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:48:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:49:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:50:00Z,LIGHT,1.690965,Fitbit App
2025-08-14T04:51:00Z,LIGHT,1.690965,Fitbit App
2025-08-14T04:52:00Z,LIGHT,2.931006,Fitbit App
2025-08-14T04:53:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:54:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T04:55:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T04:56:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T04:57:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T04:58:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T04:59:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:00:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:01:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:02:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:03:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:04:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T05:05:00Z,LIGHT,3.832854,Fitbit App
2025-08-14T05:06:00Z,LIGHT,3.156468,Fitbit App
2025-08-14T05:07:00Z,LIGHT,3.6073920000000004,Fitbit App
2025-08-14T05:08:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T05:09:00Z,LIGHT,3.38193,Fitbit App
2025-08-14T05:10:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T05:11:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T05:12:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T05:13:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T05:14:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:15:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:16:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:17:00Z,LIGHT,1.352772,Fitbit App
2025-08-14T05:18:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T05:19:00Z,LIGHT,1.465503,Fitbit App
2025-08-14T05:20:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:21:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:22:00Z,LIGHT,1.352784,Fitbit App
2025-08-14T05:23:00Z,LIGHT,1.352784,Fitbit App
2025-08-14T05:24:00Z,LIGHT,2.9310320000000005,Fitbit App
2025-08-14T05:25:00Z,LIGHT,1.352784,Fitbit App
2025-08-14T05:26:00Z,LIGHT,1.352784,Fitbit App
2025-08-14T05:27:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:28:00Z,LIGHT,1.352784,Fitbit App
2025-08-14T05:29:00Z,LIGHT,1.352784,Fitbit App
2025-08-14T05:30:00Z,LIGHT,1.352784,Fitbit App
2025-08-14T05:31:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:32:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:33:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:34:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:35:00Z,LIGHT,1.352784,Fitbit App
2025-08-14T05:36:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:37:00Z,LIGHT,1.4655160000000003,Fitbit App
2025-08-14T05:38:00Z,LIGHT,1.12732,Fitbit App
2025-08-14T05:39:00Z,LIGHT,1.12732,Fitbit App
2025-08-14T05:40:00Z,LIGHT,1.12732,Fitbit App
2025-08-14T05:41:00Z,LIGHT,1.2400520000000002,Fitbit App
2025-08-14T05:42:00Z,LIGHT,1.2400520000000002,Fitbit App
2025-08-14T05:43:00Z,LIGHT,1.12732,Fitbit App
2025-08-14T05:44:00Z,LIGHT,1.2400630000000001,Fitbit App
2025-08-14T05:45:00Z,LIGHT,1.3527959999999999,Fitbit App
2025-08-14T05:46:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T05:47:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T05:48:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T05:49:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T05:50:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T05:51:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T05:52:00Z,LIGHT,1.465529,Fitbit App
2025-08-14T05:53:00Z,LIGHT,1.3527959999999999,Fitbit App
2025-08-14T05:54:00Z,LIGHT,1.3527959999999999,Fitbit App
2025-08-14T05:55:00Z,LIGHT,1.465529,Fitbit App
2025-08-14T05:56:00Z,LIGHT,1.465529,Fitbit App
2025-08-14T05:57:00Z,LIGHT,1.465529,Fitbit App
2025-08-14T05:58:00Z,LIGHT,1.3527959999999999,Fitbit App
2025-08-14T05:59:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T06:00:00Z,LIGHT,1.465529,Fitbit App
2025-08-14T06:01:00Z,LIGHT,3.38199,Fitbit App
2025-08-14T06:02:00Z,LIGHT,1.3527959999999999,Fitbit App
2025-08-14T06:03:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T06:04:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T06:05:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T06:06:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T06:07:00Z,LIGHT,1.3527959999999999,Fitbit App
2025-08-14T06:08:00Z,LIGHT,1.12733,Fitbit App
2025-08-14T06:09:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:10:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:11:00Z,LIGHT,1.352808,Fitbit App
2025-08-14T06:12:00Z,LIGHT,1.352808,Fitbit App
2025-08-14T06:13:00Z,LIGHT,1.352808,Fitbit App
2025-08-14T06:14:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:15:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:16:00Z,LIGHT,2.9310840000000002,Fitbit App
2025-08-14T06:17:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:18:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:19:00Z,LIGHT,3.38202,Fitbit App
2025-08-14T06:20:00Z,LIGHT,4.0584240000000005,Fitbit App
2025-08-14T06:21:00Z,LIGHT,3.38202,Fitbit App
2025-08-14T06:22:00Z,LIGHT,3.607488,Fitbit App
2025-08-14T06:23:00Z,LIGHT,4.283892,Fitbit App
2025-08-14T06:24:00Z,LIGHT,3.156552,Fitbit App
2025-08-14T06:25:00Z,LIGHT,3.38202,Fitbit App
2025-08-14T06:26:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:27:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:28:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:29:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:30:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:31:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:32:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:33:00Z,LIGHT,4.0584240000000005,Fitbit App
2025-08-14T06:34:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:35:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:36:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:37:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:38:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:39:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:40:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:41:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:42:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:43:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:44:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:45:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:46:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:47:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:48:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:49:00Z,LIGHT,1.2400740000000001,Fitbit App
2025-08-14T06:50:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,2.9310840000000002,Fitbit App
2025-08-14T06:51:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:52:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:53:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:54:00Z,LIGHT,1.4655420000000001,Fitbit App
2025-08-14T06:55:00Z,LIGHT,2.9310840000000002,Fitbit App
2025-08-14T06:56:00Z,LIGHT,1.12734,Fitbit App
2025-08-14T06:57:00Z,LIGHT,1.12735,Fitbit App
2025-08-14T06:58:00Z,LIGHT,2.9311100000000003,Fitbit App
2025-08-14T06:59:00Z,LIGHT,3.15658,Fitbit App
2025-08-14T07:00:00Z,LIGHT,1.4655550000000002,Fitbit App
2025-08-14T07:01:00Z,LIGHT,1.4655550000000002,Fitbit App
2025-08-14T07:02:00Z,LIGHT,1.4655550000000002,Fitbit App
2025-08-14T07:03:00Z,LIGHT,1.240085,Fitbit App
2025-08-14T07:04:00Z,LIGHT,3.83299,Fitbit App
2025-08-14T07:05:00Z,LIGHT,3.6075200000000005,Fitbit App
2025-08-14T07:06:00Z,LIGHT,3.6075200000000005,Fitbit App
2025-08-14T07:07:00Z,LIGHT,1.4655550000000002,Fitbit App
2025-08-14T07:08:00Z,LIGHT,1.3528200000000001,Fitbit App
2025-08-14T07:09:00Z,LIGHT,1.4655550000000002,Fitbit App
2025-08-14T07:10:00Z,LIGHT,1.4655550000000002,Fitbit App
2025-08-14T07:11:00Z,LIGHT,1.4655550000000002,Fitbit App
2025-08-14T07:12:00Z,LIGHT,1.3528200000000001,Fitbit App
2025-08-14T07:13:00Z,LIGHT,1.4655550000000002,Fitbit App
2025-08-14T07:14:00Z,LIGHT,2.9311100000000003,Fitbit App
2025-08-14T07:15:00Z,LIGHT,1.3528200000000001,Fitbit App
2025-08-14T07:16:00Z,LIGHT,1.12735,Fitbit App
2025-08-14T07:17:00Z,LIGHT,1.12735,Fitbit App
2025-08-14T07:18:00Z,LIGHT,1.12735,Fitbit App
2025-08-14T07:19:00Z,LIGHT,1.12735,Fitbit App
2025-08-14T07:20:00Z,LIGHT,1.12735,Fitbit App
2025-08-14T07:21:00Z,LIGHT,1.12735,Fitbit App
2025-08-14T07:22:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:23:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:24:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:25:00Z,LIGHT,1.240096,Fitbit App
2025-08-14T07:26:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:27:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:28:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:29:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:30:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:31:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:32:00Z,LIGHT,1.240096,Fitbit App
2025-08-14T07:33:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:34:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:35:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:36:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:37:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:38:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:39:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:40:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:41:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:42:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:43:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:44:00Z,LIGHT,2.7056639999999996,Fitbit App
2025-08-14T07:45:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:46:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:47:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:48:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:49:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:50:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:51:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:52:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:53:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:54:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:55:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:56:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:57:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:58:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T07:59:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:00:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:01:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:02:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:03:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:04:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:05:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:06:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:07:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:08:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:09:00Z,LIGHT,1.12736,Fitbit App
2025-08-14T08:10:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:11:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:12:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:13:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:14:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:15:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:16:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:17:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:18:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:19:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:20:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:21:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:22:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:23:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:24:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:25:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:26:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:27:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:28:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:29:00Z,LIGHT,1.352844,Fitbit App
2025-08-14T08:30:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:31:00Z,LIGHT,1.352844,Fitbit App
2025-08-14T08:32:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:33:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:34:00Z,LIGHT,1.12737,Fitbit App
2025-08-14T08:35:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:36:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:37:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:38:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:39:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:40:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:41:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:42:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:43:00Z,LIGHT,1.240118,Fitbit App
2025-08-14T08:44:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:45:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:46:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:47:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:48:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:49:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:50:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:51:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:52:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:53:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:54:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:55:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:56:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:57:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:58:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T08:59:00Z,LIGHT,1.465594,Fitbit App
2025-08-14T09:00:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:01:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:02:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:03:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:04:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:05:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:06:00Z,LIGHT,1.240118,Fitbit App
2025-08-14T09:07:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:08:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:09:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:10:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:11:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:12:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:13:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:14:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:15:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:16:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:17:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:18:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:19:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:20:00Z,LIGHT,1.240118,Fitbit App
2025-08-14T09:21:00Z,LIGHT,1.240118,Fitbit App
2025-08-14T09:22:00Z,LIGHT,1.12738,Fitbit App
2025-08-14T09:23:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:24:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:25:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:26:00Z,LIGHT,1.240129,Fitbit App
2025-08-14T09:27:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:28:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:29:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:30:00Z,LIGHT,1.240129,Fitbit App
2025-08-14T09:31:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:32:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:33:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:34:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:35:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:36:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:37:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:38:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:39:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:40:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:41:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:42:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:43:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:44:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:45:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:46:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:47:00Z,LIGHT,1.12739,Fitbit App
2025-08-14T09:48:00Z,LIGHT,1.24014,Fitbit App
2025-08-14T09:49:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:50:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:51:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:52:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:53:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:54:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:55:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:56:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:57:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:58:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T09:59:00Z,LIGHT,1.24014,Fitbit App
2025-08-14T10:00:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:01:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:02:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:03:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:04:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:05:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:06:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:07:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:08:00Z,LIGHT,1.24014,Fitbit App
2025-08-14T10:09:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:10:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:11:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:12:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:13:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:14:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:15:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:16:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:17:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:18:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:19:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:20:00Z,LIGHT,1.46562,Fitbit App
2025-08-14T10:21:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:22:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:23:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:24:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:25:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:26:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:27:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:28:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:29:00Z,LIGHT,1.24014,Fitbit App
2025-08-14T10:30:00Z,LIGHT,1.24014,Fitbit App
2025-08-14T10:31:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:32:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:33:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:34:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:35:00Z,LIGHT,1.1274,Fitbit App
2025-08-14T10:36:00Z,LIGHT,2.7057599999999997,Fitbit App
2025-08-14T10:37:00Z,LIGHT,1.352892,Fitbit App
2025-08-14T10:38:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:39:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:40:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:41:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:42:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:43:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:44:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:45:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:46:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:47:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:48:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:49:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:50:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:51:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:52:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:53:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:54:00Z,LIGHT,2.705784,Fitbit App
2025-08-14T10:55:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:56:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:57:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:58:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T10:59:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T11:00:00Z,LIGHT,1.12741,Fitbit App
2025-08-14T11:01:00Z,LIGHT,1.12742,Fitbit App
2025-08-14T11:02:00Z,LIGHT,1.12742,Fitbit App
2025-08-14T11:03:00Z,LIGHT,1.2401620000000002,Fitbit App
2025-08-14T11:04:00Z,LIGHT,1.12742,Fitbit App
2025-08-14T11:05:00Z,LIGHT,1.12742,Fitbit App
2025-08-14T11:06:00Z,LIGHT,1.12742,Fitbit App
2025-08-14T11:07:00Z,LIGHT,1.12742,Fitbit App
